Rainha Das Quedas - FM (89.1),Abelardo Luz / SC,Galvão / SC,São Domingos / SC,Ipuaçu / SC,Entre Rios / SC,Marema / SC,Xanxerê / SC,Bom Jesus / SC,Ouro Verde / SC,Passos Maia / SC,Vargeão / SC,Ponte Serrada / SC,Faxinal dos Guedes / SC,Xaxim / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa (Içara) - FM (94.5),Criciúma / SC,Araranguá / SC,Armazém / SC,Balneário Arroio do Silva / SC,Balneário Rincão / SC,Bom Jardim da Serra / SC,Braço do Norte / SC,Capivari de Baixo / SC,Cocal do Sul / SC,Ermo / SC,Forquilhinha / SC,Garopaba / SC,Grão Pará / SC,Gravatal / SC,Içara / SC,Imaruí / SC,Imbituba / SC,Jacinto Machado / SC,Jaguaruna / SC,Laguna / SC,Lauro Müller / SC,Maracajá / SC,Meleiro / SC,Morro da Fumaça / SC,Morro Grande / SC,Nova Veneza / SC,Orleans / SC,Passo de Torres / SC,Praia Grande / SC,Pedras Grandes / SC,Rio Fortuna / SC,Sangão / SC,Santa Rosa do Sul / SC,São Bonifácio / SC,São João do Sul / SC,São Ludgero / SC,São Martinho / SC,Siderópolis / SC,Sombrio / SC,Timbé do Sul / SC,Treviso / SC,Treze de Maio / SC,Tubarão / SC,Turvo / SC,Urussanga / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldorado Mais (Sideropolis) - FM (89.5),Criciúma / SC,Urupema / SC,Urubici / SC,São Joaquim / SC,Bom Jardim da Serra / SC,Tubarão / SC,Treze de Maio / SC,São Martinho / SC,São Ludgero / SC,Santa Rosa de Lima / SC,Sangão / SC,Rio Fortuna / SC,Pescaria Brava / SC,Pedras Grandes / SC,Laguna / SC,Jaguaruna / SC,Imbituba / SC,Imaruí / SC,Gravatal / SC,Grão Pará / SC,Capivari de Baixo / SC,Braço do Norte / SC,Armazém / SC,Turvo / SC,Timbé do Sul / SC,Sombrio / SC,São João do Sul / SC,Santa Rosa do Sul / SC,Praia Grande / SC,Passo de Torres / SC,Morro Grande / SC,Meleiro / SC,Maracajá / SC,Jacinto Machado / SC,Ermo / SC,Balneário Gaivota / SC,Balneário Rincão / SC,Balneário Arroio do Silva / SC,Araranguá / SC,Urussanga / SC,Treviso / SC,Siderópolis / SC,Orleans / SC,Nova Veneza / SC,Morro da Fumaça / SC,Lauro Müller / SC,Içara / SC,Forquilhinha / SC,Cocal do Sul / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovem Pan News - FM (101.5),Criciúma / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morada - FM (88.9),Cunha Porã / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iracema - AM (1240),Cunha Porã / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coroado - FM (106.1),Curitibanos / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movimento - FM (98.9),Curitibanos / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Progresso - FM (89.5),Descanso / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri - FM (94.9),Dionísio Cerqueira / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portal - FM (91.1),Dionísio Cerqueira / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atitude - FM (87.9),Dona Emma / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erval - Comunitária (104.9),Erval Velho / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alternativa - FM (102.7),Faxinal dos Guedes / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mais Alegria - FM (95.1),Florianópolis / SC,São José / SC,Rancho Queimado / SC,São Pedro de Alcântara / SC,Santo Amaro da Imperatriz / SC,Águas Mornas / SC,Angelina / SC,Imbituba / SC,Garopaba / SC,Palhoça / SC,Biguaçu / SC,Tijucas / SC,Antônio Carlos / SC,Itapema / SC,Porto Belo / SC,Laguna / SC,Capivari de Baixo / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa (São José) - FM (97.7),Florianópolis / SC,Águas Mornas / SC,Antônio Carlos / SC,Biguaçu / SC,Governador Celso Ramos / SC,Palhoça / SC,Santo Amaro da Imperatriz / SC,São José / SC,São Pedro de Alcântara / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBN - FM (90.3),Florianópolis / SC,Águas Mornas / SC,Alfredo Wagner / SC,Antônio Carlos / SC,Biguaçu / SC,Canelinha / SC,Garopaba / SC,Governador Celso Ramos / SC,Imbituba / SC,Itapema / SC,Nova Trento / SC,Palhoça / SC,Paulo Lopes / SC,Porto Belo / SC,São Bonifácio / SC,São João Batista / SC,São José / SC,Santo Amaro da Imperatriz / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divino Oleiro - FM (105.5),Florianópolis / SC,Biguaçu / SC,Bombinhas / SC,Governador Celso Ramos / SC,Imbituba / SC,Palhoça / SC,Paulo Lopes / SC,Porto Belo / SC,São José / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guarujá - AM (1420),Florianópolis / SC,Tijucas / SC,Águas Mornas / SC,Alfredo Wagner / SC,Angelina / SC,Anitápolis / SC,Biguaçu / SC,Bombinhas / SC,Canelinha / SC,Garopaba / SC,Governador Celso Ramos / SC,Imaruí / SC,Laguna / SC,Leoberto Leal / SC,Major Gercino / SC,Nova Trento / SC,Palhoça / SC,Paulo Lopes / SC,Porto Belo / SC,Rancho Queimado / SC,Rio Fortuna / SC,Santa Rosa de Lima / SC,Santo Amaro da Imperatriz / SC,São Bonifácio / SC,São João Batista / SC,São José / SC,São Martinho / SC,São Pedro de Alcântara / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cidade (São José) - FM (90.7),Florianópolis / SC,Águas Mornas / SC,Alfredo Wagner / SC,Angelina / SC,Anitápolis / SC,Antônio Carlos / SC,Balneário Camboriú / SC,Biguaçu / SC,Bombinhas / SC,Botuverá / SC,Camboriú / SC,Canelinha / SC,Garopaba / SC,Governador Celso Ramos / SC,Imaruí / SC,Imbituba / SC,Itapema / SC,Laguna / SC,Leoberto Leal / SC,Major Gercino / SC,Nova Trento / SC,Palhoça / SC,Porto Belo / SC,Rancho Queimado / SC,Santa Rosa de Lima / SC,Santo Amaro da Imperatriz / SC,São Bonifácio / SC,São João Batista / SC,São José / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovem Pan News - FM (98.3),Florianópolis / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itapema - FM (93.7),Florianópolis / SC,Anitápolis / SC,Águas Mornas / SC,Angelina / SC,Biguaçu / SC,Bombinhas / SC,Canoinhas / SC,Canelinha / SC,Garopaba / SC,Governador Celso Ramos / SC,Gravatal / SC,Imbituba / SC,Itapema / SC,Leoberto Leal / SC,Major Gercino / SC,Navegantes / SC,Nova Trento / SC,Palhoça / SC,Paulo Lopes / SC,Porto Belo / SC,Rancho Queimado / SC,Santo Amaro da Imperatriz / SC,São Bonifácio / SC,São João Batista / SC,São José / SC,São Martinho / SC,São Pedro de Alcântara / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovem Pan - FM (101.7),Florianópolis / SC,Águas Mornas / SC,Alfredo Wagner / SC,Angelina / SC,Anitápolis / SC,Antônio Carlos / SC,Biguaçu / SC,Bombinhas / SC,Brusque / SC,Canelinha / SC,Garopaba / SC,Governador Celso Ramos / SC,Imbituba / SC,Itapema / SC,Laguna / SC,Major Gercino / SC,Morro da Fumaça / SC,Nova Trento / SC,Palhoça / SC,Paulo Lopes / SC,Porto Belo / SC,Rancho Queimado / SC,Santo Amaro da Imperatriz / SC,São Bonifácio / SC,São João Batista / SC,São José / SC,São Pedro de Alcântara / SC,Balneário Camboriú / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional - FM (106.5),Florianópolis / SC,Laguna / SC,Garopaba / SC,Santo Amaro da Imperatriz / SC,Águas Mornas / SC,São Pedro de Alcântara / SC,Antônio Carlos / SC,Angelina / SC,Major Gercino / SC,Rancho Queimado / SC,Santa Rosa de Lima / SC,Anitápolis / SC,São João Batista / SC,Bom Retiro / SC,Balneário Camboriú / SC,Camboriú / SC,Itapema / SC,Porto Belo / SC,Bombinhas / SC,Canelinha / SC,Tijucas / SC,Governador Celso Ramos / SC,Biguaçu / SC,São José / SC,Palhoça / SC,Paulo Lopes / SC,Imaruí / SC,Imbituba / SC,São Bonifácio / SC,Nova Trento / SC,Botuverá / SC,Leoberto Leal / SC,Alfredo Wagner / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha - FM (91.3 ),Florianópolis / SC,Governador Celso Ramos / SC,Itapema / SC,Nova Trento / SC,Palhoça / SC,Águas Mornas / SC,Angelina / SC,Anitápolis / SC,Antônio Carlos / SC,Biguaçu / SC,Bombinhas / SC,Canelinha / SC,Garopaba / SC,Paulo Lopes / SC,Porto Belo / SC,Rancho Queimado / SC,São Bonifácio / SC,São João Batista / SC,São José / SC,São Pedro de Alcântara / SC,Santo Amaro da Imperatriz / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nostalgia - FM (101.3),Florianópolis / SC,Bom Retiro / SC,Alfredo Wagner / SC,Anitápolis / SC,Rancho Queimado / SC,Angelina / SC,Antônio Carlos / SC,São Pedro de Alcântara / SC,Santo Amaro da Imperatriz / SC,Águas Mornas / SC,São Bonifácio / SC,Paulo Lopes / SC,Palhoça / SC,São José / SC,Biguaçu / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antena 1 - FM (92.1),Florianópolis / SC,Águas Mornas / SC,Alfredo Wagner / SC,Angelina / SC,Anitápolis / SC,Antônio Carlos / SC,Balneário Camboriú / SC,Biguaçu / SC,Bom Retiro / SC,Bombinhas / SC,Brusque / SC,Canelinha / SC,Garopaba / SC,Governador Celso Ramos / SC,Imaruí / SC,Imbituba / SC,Itapema / SC,Laguna / SC,Major Gercino / SC,Navegantes / SC,Nova Trento / SC,Palhoça / SC,Paulo Lopes / SC,Porto Belo / SC,Rancho Queimado / SC,Rio Fortuna / SC,Santa Rosa de Lima / SC,Santo Amaro da Imperatriz / SC,São Bonifácio / SC,São João Batista / SC,São Martinho / SC,São Pedro de Alcântara / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlântida - FM (100.9),Florianópolis / SC,Águas Mornas / SC,Angelina / SC,Anitápolis / SC,Antônio Carlos / SC,Biguaçu / SC,Bombinhas / SC,Canelinha / SC,Garopaba / SC,Governador Celso Ramos / SC,Imbituba / SC,Itapema / SC,Leoberto Leal / SC,Major Gercino / SC,Navegantes / SC,Nova Trento / SC,Palhoça / SC,Paulo Lopes / SC,Porto Belo / SC,Rancho Queimado / SC,Santo Amaro da Imperatriz / SC,São Bonifácio / SC,São João Batista / SC,São José / SC,São Martinho / SC,São Pedro de Alcântara / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magia (São José) - FM (107.3),Florianópolis / SC,Laguna / SC,Imaruí / SC,Imbituba / SC,Garopaba / SC,Paulo Lopes / SC,São Bonifácio / SC,Santa Rosa de Lima / SC,Palhoça / SC,Santo Amaro da Imperatriz / SC,Águas Mornas / SC,Rancho Queimado / SC,Alfredo Wagner / SC,São José / SC,São Pedro de Alcântara / SC,Angelina / SC,Leoberto Leal / SC,Antônio Carlos / SC,Governador Celso Ramos / SC,Biguaçu / SC,Major Gercino / SC,Nova Trento / SC,São João Batista / SC,Canelinha / SC,Tijucas / SC,Bombinhas / SC,Porto Belo / SC,Itapema / SC,Camboriú / SC,Balneário Camboriú / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novo Tempo (São José) - FM (96.9),Florianópolis / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band - FM (96.1),Florianópolis / SC,Águas Mornas / SC,Alfredo Wagner / SC,Angelina / SC,Anitápolis / SC,Antônio Carlos / SC,Balneário Camboriú / SC,Biguaçu / SC,Bombinhas / SC,Botuverá / SC,Camboriú / SC,Canelinha / SC,Garopaba / SC,Governador Celso Ramos / SC,Imaruí / SC,Imbituba / SC,Itapema / SC,Laguna / SC,Leoberto Leal / SC,Major Gercino / SC,Nova Trento / SC,Palhoça / SC,Paulo Lopes / SC,Porto Belo / SC,Presidente Nereu / SC,Rancho Queimado / SC,Santa Rosa de Lima / SC,Santo Amaro da Imperatriz / SC,São Bonifácio / SC,São João Batista / SC,São José / SC,São Pedro de Alcântara / SC,Tijucas / SC,Vidal Ramos / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Aleluia (São José) - FM (99.3),Florianópolis / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onda Jovem - FM (107.5),Forquilhinha / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraiburgo - FM (95.1),Fraiburgo / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garopaba - Comunitária (98.3),Garopaba / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garopaba - FM (94.7),Garopaba / SC,Imbituba / SC,Paulo Lopes / SC,Imaruí / SC,Palhoça / SC,São José / SC,Florianópolis / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Máxima Hits - FM (96.7),Garuva / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89 - FM (89.7),Gaspar / SC,Jaraguá do Sul / SC,Rio dos Cedros / SC,Pomerode / SC,Benedito Novo / SC,Timbó / SC,Indaial / SC,Guaramirim / SC,Massaranduba / SC,Navegantes / SC,Ilhota / SC,Ascurra / SC,Apiúna / SC,Guabiruba / SC,Botuverá / SC,Itajaí / SC,Blumenau / SC,Brusque / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentinela do Vale - FM (97.9),Gaspar / SC,Blumenau / SC,Ilhota / SC,Brusque / SC,Indaial / SC,Itajaí / SC,Penha / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raio De Luz - FM (100.5),Guaraciaba / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Líder - FM (107.5),Herval d'Oeste / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belos Vales - FM (89.9),Ibirama / SC,Lontras / SC,Presidente Getúlio / SC,Indaial / SC,Ascurra / SC,Timbó / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litoral - FM (90.9),Imaruí / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Difusora - FM (100.3),Imbituba / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89 - FM (89.3),Imbituba / SC,Laguna / SC,Tubarão / SC,Criciúma / SC,Jaguaruna / SC,Imaruí / SC,Braço do Norte / SC,Pescaria Brava / SC,Garopaba / SC,Paulo Lopes / SC,Palhoça / SC,São José / SC,Florianópolis / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clube - FM (101.1),Indaial / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nova - FM (103.9),Indaial / SC,Agrolândia / SC,Alfredo Wagner / SC,Apiúna / SC,Ascurra / SC,Massaranduba / SC,Navegantes / SC,Balneário Piçarras / SC,Penha / SC,Pomerode / SC,Presidente Getúlio / SC,Presidente Nereu / SC,Timbó / SC,Rodeio / SC,Braço do Trombudo / SC,Trombudo Central / SC,Brusque / SC,Balneário Camboriú / SC,Camboriú / SC,Botuverá / SC,Blumenau / SC,Aurora / SC,Lontras / SC,Laurentino / SC,Itajaí / SC,Witmarsum / SC,Gaspar / SC,Guabiruba / SC,Ibirama / SC,Ilhota / SC,Imbuia / SC,Ituporanga / SC,Doutor Pedrinho / SC,Dona Emma / SC,José Boiteux / SC,Barra Velha / SC,Rio do Sul / SC,Vidal Ramos / SC,Rio do Oeste / SC,Vitor Meireles / SC,Jaraguá do Sul / SC,Benedito Novo / SC,Rio dos Cedros / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oeste - FM (94.5),Iporã do Oeste / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voz do Contestado - Comunitária (104.9),Irani / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planalto - FM (105.9),Irineópolis / SC,Porto União / SC,Três Barras / SC,Canoinhas / SC,Bela Vista do Toldo / SC,Matos Costa / SC,Calmon / SC,Caçador / SC,Timbó Grande / SC,Monte Castelo / SC,Major Vieira / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio - Comunitária (104.9),Itá / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demais - FM (101.1),Itaiópolis / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nova Sintonia - FM (95.7),Itaiópolis / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Clube Litoral Norte - FM (102.1),Itajaí / SC,Ilhota / SC,Itapema / SC,Luiz Alves / SC,Navegantes / SC,Penha / SC,Balneário Piçarras / SC,Balneário Camboriú / SC,Barra Velha / SC,Brusque / SC,Camboriú / SC,Gaspar / SC,Porto Belo / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandeirantes - AM (1350),Itajaí / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106 - FM (106.7),Itajaí / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovem Pan - FM (94.1),Itajaí / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cidade (Navegantes) - FM (91.7),Itajaí / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Univali - FM (94.9),Itajaí / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nativa (Litoral) - FM (93.5),Itajaí / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band - FM (92.9),Itajaí / SC,Penha / SC,Navegantes / SC,Balneário Piçarras / SC,Balneário Camboriú / SC,Camboriú / SC,Barra Velha / SC,Ilhota / SC,Luiz Alves / SC,Gaspar / SC,Brusque / SC,Itapema / SC,Porto Belo / SC,Bombinhas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cidade - FM (104.1),Itapema / SC,Balneário Camboriú / SC,Bombinhas / SC,Camboriú / SC,Canelinha / SC,Governador Celso Ramos / SC,Itajaí / SC,Navegantes / SC,Porto Belo / SC,São João Batista / SC,Tijucas / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Aleluia - FM (95.5),Itapema / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onda Positiva - Comunitária (87.5),Itapiranga / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itapiranga - FM (105.1),Itapiranga / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Aleluia - FM (93.1),Itapoá / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sintonia - FM (94.7),Ituporanga / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa - FM (92.3),Ituporanga / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integração - FM (91.7),Jacinto Machado / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2O FM - FM (106.9),Jaguaruna / SC,Araranguá / SC,Braço do Norte / SC,Capivari de Baixo / SC,Criciúma / SC,Cocal do Sul / SC,Forquilhinha / SC,Garopaba / SC,Içara / SC,Imaruí / SC,Imbituba / SC,Laguna / SC,Maracajá / SC,Morro da Fumaça / SC,Orleans / SC,Passo de Torres / SC,Pedras Grandes / SC,Sangão / SC,Siderópolis / SC,Sombrio / SC,Treze de Maio / SC,Tubarão / SC,Urussanga / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambaqui - Comunitária (87.9),Jaguaruna / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alternativa - FM (87.9),Jaraguá do Sul / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBN - FM (94.3),Jaraguá do Sul / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105 (Guaramirim) - FM (105.7),Jaraguá do Sul / SC,Joinville / SC,Blumenau / SC,Guaramirim / SC,Schroeder / SC,Massaranduba / SC,Corupá / SC,Barra Velha / SC,Balneário Piçarras / SC,São Francisco do Sul / SC,Pomerode / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovem Pan (Massaranduba) - FM (101.9),Jaraguá do Sul / SC,Joinville / SC,Blumenau / SC,Guaramirim / SC,Schroeder / SC,Corupá / SC,Massaranduba / SC,Araquari / SC,Luiz Alves / SC,Pomerode / SC,Campo Alegre / SC,São João do Itaperiú / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaraguá - FM (101.3),Jaraguá do Sul / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio - FM (99.1),Jaraguá do Sul / SC,Porto Belo / SC,Bombinhas / SC,Itapema / SC,Camboriú / SC,Balneário Camboriú / SC,Itajaí / SC,Navegantes / SC,Balneário Piçarras / SC,Barra Velha / SC,Balneário Barra do Sul / SC,Araquari / SC,São Francisco do Sul / SC,Itapoá / SC,Guaratuba / PRMatinhos / PRTijucas do Sul / PRRio Negro / PRLapa / PRMafra / SC,Rio Negrinho / SC,Corupá / SC,Itaiópolis / SC,Timbó / SC,Biguaçu / SC,Curitibanos / SC,Indaial / SC,Nova Trento / SC,Brusque / SC,Tijucas / SC,São Bento do Sul / SC,Benedito Novo / SC,Pomerode / SC,Massaranduba / SC,Taió / SC,Blumenau / SC,Joinville / SC,Salete / SC,Schroeder / SC,Campo Alegre / SC,Ituporanga / SC,Presidente Nereu / SC,Rio do Sul / SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
